timestamp,accelerometer,geophone,seismometer,moisture_sensor,piezometer,crack_sensor,inclinometer,extensometer,rain_sensor_mmhr,temperature_celsius,humidity_percent,label
2025-09-11T14:36:43.954399,-10.0,-17.54393,-5.0,0.0,0.0,0.0962,0.055,0.1945,0.01,14.89,57.94,0
2025-09-11T14:36:44.207951,-1.88795,-2.21192,-1.51403,0.0,0.0,0.097,0.0508,0.1995,0.12,14.94,58.68,0
2025-09-11T14:36:44.451757,-10.0,-20.0,-5.0,0.0,0.0,0.1002,0.0527,0.1962,0.1,14.86,61.22,0
2025-09-11T14:36:44.709961,-10.0,-20.0,-5.0,0.0,0.0,0.0987,0.0476,0.2046,0.06,15.01,59.2,0
2025-09-11T14:36:44.969422,-10.0,-17.36718,-5.0,0.0,0.0,0.102,0.05,0.2009,0.18,15.16,61.37,0
2025-09-11T14:36:45.227727,-10.0,-20.0,-5.0,100.0,176.9952,0.0967,0.0492,0.1934,0.13,15.37,60.16,0
2025-09-11T14:36:45.485784,-0.17764,-0.21541,-0.13487,0.0,0.0,0.1025,0.0496,0.2018,0.05,15.07,57.46,0
2025-09-11T14:36:46.309941,-10.0,-20.0,-5.0,0.0,0.0,0.0952,0.0498,0.2058,0.17,15.18,61.13,0
2025-09-11T14:36:46.585346,-10.0,-20.0,-5.0,100.0,74.7804,0.0975,0.0488,0.1997,0.0,14.75,63.67,0
2025-09-11T14:36:46.863488,-10.0,-18.79236,-5.0,100.0,163.803,0.1047,0.0513,0.1943,0.03,14.85,63.97,0
2025-09-11T14:36:47.116194,-10.0,-20.0,-5.0,0.0,0.0,0.1028,0.0492,0.2,0.18,15.1,57.66,0
2025-09-11T14:36:47.374428,10.0,20.0,5.0,100.0,43.493,0.1039,0.0536,0.1898,0.18,15.33,60.48,0
2025-09-11T14:36:50.285427,10.0,20.0,5.0,100.0,47.9215,0.1032,0.0462,0.2015,0.02,14.86,62.72,0
2025-09-11T14:36:50.502676,-10.0,-20.0,-5.0,100.0,60.0737,0.0929,0.0484,0.2011,0.05,15.14,60.17,0
2025-09-11T14:36:50.720483,-10.0,-20.0,-5.0,100.0,215.0389,0.104,0.0497,0.1969,0.11,14.85,60.89,0
2025-09-11T14:36:52.535866,10.0,20.0,5.0,0.0,0.0,0.0991,0.0515,0.1991,0.09,14.98,58.25,0
2025-09-11T14:36:52.795455,10.0,20.0,5.0,100.0,187.3044,0.0951,0.0517,0.1998,0.19,15.32,56.87,0
2025-09-11T14:36:53.018902,2.40416,2.88616,1.91584,100.0,31.3657,0.0981,0.0495,0.2015,0.07,14.86,63.54,0
2025-09-11T14:36:53.237283,10.0,20.0,5.0,0.0,0.0,0.0982,0.0519,0.1966,0.08,15.1,62.77,0
2025-09-11T14:36:53.444954,-10.0,-20.0,-5.0,0.0,0.0,0.0973,0.0492,0.206,0.06,14.77,61.09,0
2025-09-11T14:36:53.650190,-10.0,-20.0,-5.0,100.0,108.4759,0.0968,0.0505,0.1894,0.03,15.08,62.04,0
2025-09-11T14:36:53.856733,10.0,20.0,5.0,0.0,0.0,0.1031,0.0514,0.1925,0.04,15.02,60.39,0
2025-09-11T14:36:54.060479,10.0,20.0,5.0,53.5445,13.5636,0.1012,0.0494,0.194,0.14,15.15,58.47,0
2025-09-11T14:36:54.268610,-10.0,-20.0,-5.0,100.0,120.452,0.1002,0.0501,0.1977,0.04,15.24,59.33,0
2025-09-11T14:36:54.484966,-10.0,-20.0,-5.0,100.0,110.4919,0.1032,0.0482,0.2024,0.12,14.73,63.97,0
2025-09-11T14:36:54.702594,-10.0,-20.0,-5.0,0.0,0.0,0.0968,0.0462,0.1998,0.18,15.0,57.7,0
2025-09-11T14:36:54.918647,10.0,20.0,5.0,100.0,130.2847,0.0945,0.0474,0.1931,0.02,14.97,59.61,0
2025-09-11T14:36:55.150752,-10.0,-20.0,-5.0,100.0,207.9573,0.1039,0.0509,0.2028,0.14,15.2,60.77,0
2025-09-11T14:36:55.397671,10.0,20.0,5.0,0.0,0.0,0.1014,0.052,0.2055,0.17,14.86,60.15,0
2025-09-11T14:36:55.610780,-10.0,-20.0,-5.0,0.0,0.0,0.0952,0.0501,0.1903,0.08,15.01,57.45,0
2025-09-11T14:36:55.821549,-10.0,-20.0,-5.0,0.0,0.0,0.1011,0.0521,0.2045,0.08,15.04,61.1,0
2025-09-11T14:36:56.028933,10.0,20.0,5.0,0.0,0.0,0.1049,0.052,0.2009,0.01,14.94,59.12,0
2025-09-11T14:36:56.237665,10.0,20.0,5.0,100.0,178.2662,0.0975,0.051,0.1961,0.15,15.31,60.71,0
2025-09-11T14:36:56.443047,10.0,20.0,5.0,0.0,0.0,0.0967,0.0519,0.2001,0.16,14.82,57.23,0
2025-09-11T14:36:56.648522,10.0,20.0,5.0,100.0,106.1491,0.1029,0.0502,0.2053,0.04,15.22,58.89,0
2025-09-11T14:36:56.868316,-10.0,-20.0,-5.0,100.0,176.4444,0.0919,0.05,0.1976,0.19,15.05,60.24,0
2025-09-11T14:36:57.079502,-10.0,-19.08651,-5.0,100.0,271.7801,0.1049,0.0495,0.1996,0.13,14.93,62.72,0
2025-09-11T14:36:57.312360,-10.0,-20.0,-5.0,100.0,76.0544,0.1052,0.0542,0.21,0.07,14.84,60.79,0
2025-09-11T14:36:57.551986,-10.0,-20.0,-5.0,100.0,83.9267,0.1055,0.047,0.2101,0.17,15.32,59.39,0
2025-09-11T14:36:57.791200,-10.0,-20.0,-5.0,61.2884,15.8868,0.0949,0.0496,0.2091,0.1,14.71,61.23,0
2025-09-11T14:36:58.007881,0.38079,0.44466,0.29595,100.0,80.3966,0.1011,0.0493,0.2028,0.12,14.91,59.6,0
2025-09-11T14:36:58.218088,-10.0,-20.0,-5.0,100.0,68.0952,0.1009,0.0509,0.2088,0.18,14.96,58.42,0
2025-09-11T14:36:58.433263,10.0,14.57019,5.0,100.0,208.7976,0.1069,0.0516,0.1917,0.13,15.04,56.41,0
2025-09-11T14:36:58.671292,-7.16825,-8.56552,-5.0,100.0,348.1265,0.1005,0.0494,0.1961,0.09,14.81,59.54,0
2025-09-11T14:36:58.897874,10.0,20.0,5.0,8.0843,0.0,0.0989,0.0485,0.2001,0.02,15.11,56.65,0
2025-09-11T14:36:59.142757,-10.0,-20.0,-5.0,100.0,171.9701,0.0981,0.0468,0.2009,0.1,14.99,60.85,0
2025-09-11T14:36:59.370164,-10.0,-20.0,-5.0,0.0,0.0,0.1004,0.0503,0.1962,0.11,14.98,59.61,0
2025-09-11T14:36:59.597871,10.0,20.0,5.0,38.2208,8.9666,0.0976,0.0518,0.1954,0.09,15.04,60.54,0
2025-09-11T14:36:59.848548,10.0,20.0,5.0,0.0,0.0,0.1023,0.0482,0.2064,0.03,15.14,58.38,0
2025-09-11T14:37:00.081802,10.0,20.0,5.0,100.0,385.4072,0.0984,0.0503,0.1933,0.05,14.8,59.64,0
2025-09-11T14:37:00.310457,10.0,20.0,5.0,85.2537,23.0764,0.1043,0.0499,0.1951,0.19,14.82,60.31,0
2025-09-11T14:37:00.538505,10.0,20.0,5.0,100.0,45.7401,0.1034,0.0504,0.2018,0.09,14.88,59.02,0
2025-09-11T14:37:00.791614,8.49773,10.17957,5.0,0.0,0.0,0.0984,0.0479,0.1957,0.13,14.59,57.48,0
2025-09-11T14:37:01.038397,-10.0,-20.0,-5.0,0.0,0.0,0.0902,0.0474,0.1913,0.01,15.1,61.42,0
2025-09-11T14:37:01.294338,10.0,20.0,5.0,100.0,160.6384,0.0994,0.051,0.1972,0.1,14.73,59.12,0
2025-09-11T14:37:01.533131,10.0,20.0,5.0,0.0,0.0,0.1001,0.0494,0.2035,0.19,15.15,57.7,0
2025-09-11T14:37:01.759167,-9.99952,-12.05049,-5.0,6.1348,0.0,0.0982,0.0486,0.2082,0.13,15.1,61.03,0
2025-09-11T14:37:02.029814,-10.0,-20.0,-5.0,19.7728,3.4322,0.0985,0.0491,0.2002,0.07,14.82,56.48,0
2025-09-11T14:37:02.275316,-10.0,-20.0,-5.0,29.8635,6.4594,0.0972,0.0547,0.2025,0.06,14.78,57.58,0
2025-09-11T14:37:02.487117,10.0,20.0,5.0,100.0,49.1046,0.1119,0.0529,0.1995,0.08,15.09,61.69,0
2025-09-11T14:37:02.696024,-10.0,-20.0,-5.0,95.6345,26.1907,0.1003,0.0487,0.1892,0.14,14.88,63.83,0
2025-09-11T14:37:02.918570,10.0,20.0,5.0,100.0,145.225,0.1093,0.0514,0.2054,0.02,15.46,59.72,0
2025-09-11T14:37:03.150025,-10.0,-20.0,-5.0,0.0,0.0,0.1029,0.048,0.1989,0.17,14.78,61.42,0
2025-09-11T14:37:03.399252,10.0,20.0,5.0,100.0,425.9474,0.0996,0.0521,0.1973,0.17,14.96,63.42,0
2025-09-11T14:37:03.604383,10.0,20.0,5.0,100.0,99.9736,0.0908,0.0498,0.1992,0.2,15.18,58.8,0
2025-09-11T14:37:03.823551,10.0,20.0,5.0,0.0,0.0,0.1002,0.0476,0.1981,0.06,15.13,62.8,0
2025-09-11T14:37:04.053843,-10.0,-20.0,-5.0,100.0,294.2077,0.1003,0.0494,0.1998,0.08,14.7,58.02,0
2025-09-11T14:37:04.279285,10.0,16.49054,5.0,0.0,0.0,0.0921,0.0523,0.2015,0.17,15.17,58.4,0
2025-09-11T14:37:04.516628,10.0,20.0,5.0,0.0,0.0,0.0992,0.048,0.1985,0.19,14.92,58.31,0
2025-09-11T14:37:04.925489,10.0,20.0,5.0,100.0,127.1867,0.1066,0.0524,0.1922,0.06,14.95,56.62,0
2025-09-11T14:37:05.153913,10.0,12.66651,5.0,100.0,277.9465,0.1065,0.0512,0.2153,0.09,14.69,62.24,0
2025-09-11T14:37:05.401949,-10.0,-20.0,-5.0,26.1845,5.3558,0.1042,0.0485,0.19,0.16,14.97,61.8,0
2025-09-11T14:37:05.621226,-10.0,-20.0,-5.0,0.0,0.0,0.0919,0.0486,0.2011,0.12,15.09,60.18,0
2025-09-11T14:37:05.868438,-10.0,-20.0,-5.0,100.0,87.2446,0.1111,0.05,0.2039,0.16,15.26,58.18,0
2025-09-11T14:37:06.120625,-10.0,-20.0,-5.0,0.0,0.0,0.0963,0.0522,0.1967,0.17,14.86,60.55,0
2025-09-11T14:37:06.376796,-10.0,-20.0,-5.0,100.0,174.2172,0.1047,0.0477,0.1973,0.06,15.31,59.52,0
2025-09-11T14:37:06.732956,10.0,20.0,5.0,100.0,342.1386,0.0968,0.047,0.2066,0.18,15.1,59.12,0
2025-09-11T14:37:06.983134,-10.0,-20.0,-5.0,100.0,43.1541,0.1088,0.0482,0.1948,0.14,14.81,56.71,0
2025-09-11T14:37:07.235553,-10.0,-20.0,-5.0,100.0,149.3415,0.0975,0.0487,0.194,0.02,15.11,59.0,0
2025-09-11T14:37:07.482944,-10.0,-20.0,-5.0,100.0,151.8638,0.108,0.0449,0.1968,0.18,15.09,58.58,0
2025-09-11T14:37:07.707698,10.0,20.0,5.0,0.0,0.0,0.1029,0.0469,0.1988,0.03,15.1,63.8,0
2025-09-11T14:37:07.933542,-10.0,-20.0,-5.0,0.0,0.0,0.098,0.0536,0.1983,0.16,15.27,60.14,0
2025-09-11T14:37:08.162182,10.0,20.0,5.0,100.0,93.4416,0.097,0.0477,0.2053,0.05,14.59,64.02,0
2025-09-11T14:37:08.425992,-10.0,-20.0,-5.0,100.0,104.1769,0.1017,0.0502,0.2019,0.18,14.95,61.86,0
2025-09-11T14:37:08.648385,-10.0,-20.0,-5.0,100.0,88.9439,0.0981,0.0522,0.2087,0.09,15.26,58.34,0
2025-09-11T14:37:08.871842,1.8796,2.25577,1.48629,0.0,0.0,0.0928,0.05,0.1972,0.02,14.82,60.06,0
2025-09-11T14:37:09.097640,10.0,20.0,5.0,100.0,61.6117,0.0963,0.0516,0.2095,0.14,14.9,54.61,0
2025-09-11T14:37:09.345820,10.0,20.0,5.0,0.0,0.0,0.0963,0.0504,0.2025,0.09,14.87,57.47,0
2025-09-11T14:37:09.558430,-10.0,-20.0,-5.0,0.0,0.0,0.1009,0.0486,0.2047,0.15,15.2,60.29,0
2025-09-11T14:37:09.772560,10.0,20.0,5.0,0.0,0.0,0.1034,0.0526,0.2087,0.17,15.09,60.75,0
2025-09-11T14:37:09.989090,10.0,20.0,5.0,100.0,70.7728,0.0995,0.0496,0.2089,0.06,15.05,60.22,0
2025-09-11T14:37:10.219470,10.0,20.0,5.0,100.0,115.8144,0.1015,0.05,0.1944,0.1,15.2,61.41,0
2025-09-11T14:37:10.447530,-10.0,-20.0,-5.0,100.0,132.2698,0.1021,0.0461,0.1946,0.01,14.99,57.91,0
2025-09-11T14:37:10.713675,10.0,20.0,5.0,0.0,0.0,0.1007,0.0507,0.1991,0.12,15.17,60.56,0
2025-09-11T14:37:10.951911,-10.0,-20.0,-5.0,100.0,184.5962,0.0927,0.0558,0.1947,0.02,14.98,58.75,0
2025-09-11T14:37:11.174822,10.0,20.0,5.0,0.0,0.0,0.0907,0.0498,0.1967,0.05,14.91,61.78,0
2025-09-11T14:37:11.400418,10.0,20.0,5.0,100.0,105.2241,0.0934,0.0513,0.1981,0.01,15.1,60.35,0
2025-09-11T14:37:11.653188,10.0,20.0,5.0,0.0,0.0,0.0981,0.051,0.1942,0.11,14.97,60.81,0
2025-09-11T14:37:11.873461,-10.0,-20.0,-5.0,100.0,280.1559,0.1001,0.046,0.1978,0.07,14.51,58.69,0
2025-09-11T14:37:12.103397,-10.0,-20.0,-5.0,83.9029,22.6714,0.0984,0.053,0.2062,0.15,14.7,58.28,0
2025-09-11T14:37:12.330354,10.0,20.0,5.0,100.0,44.3031,0.1029,0.0475,0.1994,0.17,14.99,59.77,0
2025-09-11T14:37:12.577426,-10.0,-20.0,-5.0,0.0,0.0,0.1032,0.0499,0.2006,0.11,14.93,60.55,0
2025-09-11T14:37:12.813755,-10.0,-15.2242,-5.0,100.0,264.3478,0.1,0.0486,0.1961,0.14,15.11,60.34,0
2025-09-11T14:37:13.140561,-10.0,-20.0,-5.0,0.0,0.0,0.0937,0.0516,0.2059,0.05,14.9,57.94,0
2025-09-11T14:37:13.405886,10.0,20.0,5.0,0.0,0.0,0.1001,0.049,0.1964,0.1,15.09,59.6,0
2025-09-11T14:37:13.671973,-10.0,-20.0,-5.0,100.0,80.032,0.0987,0.0517,0.2003,0.03,15.02,61.69,0
2025-09-11T14:37:14.036028,10.0,20.0,5.0,0.0,0.0,0.1023,0.0518,0.1985,0.16,14.8,63.48,0
2025-09-11T14:37:14.249600,10.0,20.0,5.0,0.0,0.0,0.1044,0.0517,0.1952,0.14,14.94,60.39,0
2025-09-11T14:37:14.469857,10.0,20.0,5.0,100.0,117.5532,0.1023,0.0474,0.2057,0.17,14.63,60.02,0
2025-09-11T14:37:14.684959,-10.0,-20.0,-5.0,0.0,0.0,0.1067,0.0494,0.2044,0.03,14.93,59.84,0
2025-09-11T14:37:14.899175,10.0,20.0,5.0,0.0,0.0,0.0954,0.0526,0.204,0.03,14.69,60.79,0
2025-09-11T14:37:15.119751,10.0,20.0,5.0,100.0,129.5967,0.1065,0.0516,0.2079,0.15,15.04,57.72,0
2025-09-11T14:37:15.347484,10.0,20.0,5.0,100.0,70.2172,0.0955,0.0479,0.2048,0.01,14.81,58.31,0
2025-09-11T14:37:15.599272,10.0,20.0,5.0,100.0,64.3428,0.1016,0.0483,0.2,0.01,15.06,59.2,0
2025-09-11T14:37:15.826504,-1.13375,-1.3769,-0.92127,100.0,208.5358,0.0956,0.0485,0.194,0.18,15.08,56.44,0
2025-09-11T14:37:16.064885,-10.0,-20.0,-5.0,0.0,0.0,0.1029,0.0489,0.2006,0.02,15.17,58.81,0
2025-09-11T14:37:16.283631,10.0,20.0,5.0,100.0,122.9818,0.1018,0.0514,0.1952,0.03,15.11,58.76,0
2025-09-11T14:37:16.533717,10.0,20.0,5.0,100.0,34.0142,0.103,0.0471,0.1951,0.01,15.28,61.58,0
2025-09-11T14:37:16.768885,-10.0,-20.0,-5.0,0.0,0.0,0.0941,0.0464,0.2033,0.03,14.9,56.82,0
2025-09-11T14:37:16.989358,-10.0,-20.0,-5.0,0.0,0.0,0.1107,0.0461,0.1935,0.08,15.12,56.36,0
2025-09-11T14:37:17.222435,-7.10352,-8.53612,-5.0,44.4283,10.8291,0.0995,0.047,0.1931,0.07,14.98,59.07,0
2025-09-11T14:37:17.467707,-10.0,-20.0,-5.0,0.0,0.0,0.1025,0.0486,0.2005,0.02,15.08,59.13,0
2025-09-11T14:37:17.689820,-10.0,-20.0,-5.0,0.0,0.0,0.1011,0.0497,0.1957,0.08,15.32,61.87,0
2025-09-11T14:37:17.908890,-10.0,-20.0,-5.0,0.0,0.0,0.1081,0.0511,0.2048,0.14,15.04,62.05,0
2025-09-11T14:37:18.137218,-10.0,-20.0,-5.0,0.0,0.0,0.0942,0.0508,0.1968,0.17,15.37,56.62,0
2025-09-11T14:37:18.371004,10.0,20.0,5.0,0.0,0.0,0.109,0.0496,0.205,0.19,15.17,56.61,0
2025-09-11T14:37:18.593728,10.0,20.0,5.0,0.0,0.0,0.0937,0.0469,0.198,0.17,15.0,59.15,0
2025-09-11T14:37:18.827997,-10.0,-20.0,-5.0,0.0,0.0,0.1084,0.0513,0.2045,0.04,14.85,60.45,0
2025-09-11T14:37:19.048924,10.0,20.0,5.0,0.0,0.0,0.0964,0.05,0.205,0.19,15.02,61.43,0
2025-09-11T14:37:19.271643,-10.0,-20.0,-5.0,0.0,0.0,0.0939,0.0492,0.2093,0.03,14.97,57.79,0
2025-09-11T14:37:19.500097,-10.0,-20.0,-5.0,100.0,204.0522,0.0997,0.0538,0.1925,0.02,14.93,59.49,0
2025-09-11T14:37:19.752153,-10.0,-13.31925,-5.0,100.0,234.1698,0.1042,0.0506,0.1949,0.18,15.0,59.68,0
2025-09-11T14:37:19.985044,10.0,20.0,5.0,0.0,0.0,0.1034,0.0517,0.1974,0.13,14.93,64.54,0
2025-09-11T14:37:20.218823,10.0,20.0,5.0,100.0,135.9188,0.107,0.0441,0.1995,0.08,14.75,60.42,0
2025-09-11T14:37:20.459877,-10.0,-20.0,-5.0,100.0,55.8314,0.1089,0.0504,0.1956,0.15,15.3,59.72,0
2025-09-11T14:37:20.708568,10.0,12.23356,5.0,100.0,78.0693,0.0956,0.0505,0.1973,0.09,14.93,57.22,0
2025-09-11T14:37:20.940580,10.0,20.0,5.0,0.0,0.0,0.101,0.0479,0.1998,0.01,15.09,62.08,0
2025-09-11T14:37:21.175640,-10.0,-20.0,-5.0,100.0,36.0313,0.0976,0.05,0.2085,0.07,15.11,55.95,0
2025-09-11T14:37:21.405369,-10.0,-20.0,-5.0,0.0,0.0,0.093,0.0531,0.1997,0.19,14.61,57.54,0
2025-09-11T14:37:21.647275,-10.0,-20.0,-5.0,0.0,0.0,0.1002,0.0511,0.1925,0.12,15.14,57.62,0
2025-09-11T14:37:21.874120,10.0,13.05907,5.0,0.0,0.0,0.0978,0.0486,0.196,0.07,14.9,63.78,0
2025-09-11T14:37:22.103681,10.0,20.0,5.0,100.0,30.5593,0.1027,0.0492,0.214,0.02,14.91,58.43,0
2025-09-11T14:37:22.323395,2.7555,3.38034,2.20575,0.0,0.0,0.1027,0.0497,0.1934,0.01,14.81,60.22,0
2025-09-11T14:37:22.560435,-10.0,-20.0,-5.0,0.0,0.0,0.0954,0.0477,0.1956,0.07,15.05,57.27,0
2025-09-11T14:37:22.803543,-10.0,-20.0,-5.0,0.0,0.0,0.0979,0.0488,0.2064,0.08,15.24,58.43,0
2025-09-11T14:37:23.044855,-10.0,-14.03835,-5.0,100.0,268.6221,0.0986,0.0517,0.2001,0.1,15.31,62.6,0
2025-09-11T14:37:23.278366,-10.0,-19.20074,-5.0,100.0,43.8848,0.0981,0.0503,0.1962,0.07,14.68,62.17,0
2025-09-11T14:37:23.557407,-10.0,-20.0,-5.0,0.0,0.0,0.1026,0.0489,0.1891,0.16,14.93,59.82,0
2025-09-11T14:37:23.861143,9.0309,10.92173,5.0,0.0,0.0,0.1004,0.0496,0.1957,0.11,14.97,59.23,0
2025-09-11T14:37:24.103431,-10.0,-20.0,-5.0,0.0,0.0,0.0987,0.0496,0.1942,0.16,15.51,62.27,0
2025-09-11T14:37:24.380058,-10.0,-20.0,-5.0,0.0,0.0,0.0981,0.0484,0.2065,0.04,14.79,61.95,0
2025-09-11T14:37:24.606293,10.0,20.0,5.0,100.0,194.772,0.099,0.0509,0.2022,0.06,14.99,58.09,0
2025-09-11T14:37:24.833661,10.0,20.0,5.0,0.0,0.0,0.1022,0.0488,0.196,0.06,14.84,57.56,0
2025-09-11T14:37:25.090588,-10.0,-20.0,-5.0,0.0,0.0,0.0989,0.0517,0.2062,0.12,15.17,57.72,0
2025-09-11T14:37:25.312869,-4.88633,-5.8931,-3.94439,100.0,101.0323,0.107,0.0508,0.1938,0.08,14.9,58.36,0
2025-09-11T14:37:25.570989,-10.0,-20.0,-5.0,100.0,95.6125,0.0956,0.0523,0.1987,0.14,15.01,60.61,0
2025-09-11T14:37:25.800108,-10.0,-16.30841,-5.0,100.0,82.9181,0.0967,0.0502,0.1968,0.15,14.93,63.36,0
2025-09-11T14:37:26.037759,-10.0,-20.0,-5.0,100.0,100.5122,0.0897,0.0484,0.1985,0.05,15.03,60.77,0
2025-09-11T14:37:26.285625,-10.0,-20.0,-5.0,100.0,214.2902,0.0973,0.049,0.2022,0.12,14.95,58.56,0
2025-09-11T14:37:26.504199,10.0,16.26742,5.0,0.0,0.0,0.1079,0.0483,0.2002,0.19,14.51,59.69,0
2025-09-11T14:37:26.728651,10.0,20.0,5.0,0.0,0.0,0.1057,0.0508,0.2056,0.11,14.84,61.08,0
2025-09-11T14:37:26.986746,10.0,20.0,5.0,100.0,198.8148,0.0958,0.0502,0.1954,0.11,15.12,62.25,0
2025-09-11T14:37:27.208781,-10.0,-20.0,-5.0,100.0,28.6402,0.1005,0.0484,0.2077,0.2,15.01,57.07,0
2025-09-11T14:37:27.432645,10.0,20.0,5.0,0.0,0.0,0.1056,0.0501,0.1969,0.1,15.14,60.17,0
2025-09-11T14:37:27.661585,-10.0,-20.0,-5.0,0.0,0.0,0.0935,0.0508,0.1958,0.03,15.02,63.14,0
2025-09-11T14:37:27.883576,-10.0,-20.0,-5.0,100.0,57.8063,0.0996,0.0512,0.1948,0.06,15.11,58.11,0
2025-09-11T14:37:28.103926,10.0,20.0,5.0,100.0,106.1458,0.0924,0.0482,0.199,0.09,14.73,63.28,0
2025-09-11T14:37:28.343388,-10.0,-20.0,-5.0,0.0,0.0,0.0983,0.0496,0.1937,0.13,14.75,57.24,0
2025-09-11T14:37:28.581998,-10.0,-20.0,-5.0,0.0,0.0,0.112,0.051,0.201,0.03,15.06,59.11,0
2025-09-11T14:37:28.810313,10.0,20.0,5.0,0.0,0.0,0.0953,0.0523,0.1944,0.03,15.08,61.57,0
2025-09-11T14:37:29.040400,10.0,18.88614,5.0,0.0,0.0,0.0989,0.0512,0.2041,0.15,14.94,59.34,0
2025-09-11T14:37:29.270744,-10.0,-20.0,-5.0,0.0,0.0,0.093,0.0506,0.2037,0.04,15.2,59.57,0
2025-09-11T14:37:29.550434,-10.0,-20.0,-5.0,46.6415,11.4933,0.0989,0.0484,0.1934,0.05,15.41,62.02,0
2025-09-11T14:37:29.774534,10.0,20.0,5.0,100.0,123.5,0.1053,0.0521,0.1889,0.06,14.96,62.93,0
2025-09-11T14:37:30.010969,10.0,20.0,5.0,100.0,128.2173,0.0999,0.0523,0.2021,0.14,15.27,61.65,0
2025-09-11T14:37:30.240082,10.0,20.0,5.0,100.0,135.1272,0.1054,0.0489,0.1948,0.01,14.76,61.5,0
2025-09-11T14:37:30.501998,10.0,20.0,5.0,100.0,268.5922,0.1064,0.0501,0.2048,0.18,14.95,58.53,0
2025-09-11T14:37:30.732198,10.0,20.0,5.0,100.0,213.714,0.1006,0.0474,0.1916,0.11,14.72,59.15,0
2025-09-11T14:37:30.957415,10.0,20.0,5.0,100.0,102.1559,0.1112,0.049,0.2007,0.02,15.02,61.48,1
2025-09-11T14:37:31.209553,-10.0,-20.0,-5.0,0.0,0.0,0.0997,0.0453,0.2007,0.09,15.07,60.77,1
2025-09-11T14:37:31.434733,-7.71912,-12.76162,-5.0,100.0,57.6505,0.1,0.0513,0.1995,0.15,14.68,61.63,1
2025-09-11T14:37:31.660762,-10.0,-20.0,-5.0,100.0,149.4189,0.1089,0.0492,0.2,0.04,15.15,61.22,1
